target_id	length	eff_length	est_counts	tpm
radC__HW372_RS00455_92790	669	407.715	0	0
rpmB__HW372_RS00460_93675	237	56.0185	0	0
rpmG__HW372_RS00465_93932	168	29.2	0	0
mutM__HW372_RS00470_94197	810	545.655	0	0
coaD__HW372_RS00475_95524	480	228.935	0	0
waaA__HW372_RS00480_96809	1278	1013.66	0	0
rfaQ__HW372_RS00485_97222	1059	794.655	0	0
waaG__HW372_RS00490_98277	1125	860.655	0	0
rfaP__HW372_RS00495_99394	798	533.655	0	0
waaO__HW372_RS00500_100207	1017	752.655	0	0
HW372_RS00505__HW372_RS00505_101240	996	731.655	0	0
rfaY__HW372_RS00510_102245	693	431.715	0	0
HW372_RS00515__HW372_RS00515_102963	1029	764.655	0	0
HW372_RS00520__HW372_RS00520_104073	984	719.655	0	0
HW372_RS00525__HW372_RS00525_105102	1254	989.655	0	0
rfaC__HW372_RS00530_107405	981	716.655	0	0
rfaF__HW372_RS00535_108455	1047	782.655	0	0
rfaD__HW372_RS00540_109397	933	668.655	0	0
kbl__HW372_RS00545_109611	1197	932.655	0	0
tdh__HW372_RS00550_110817	1026	761.655	0	0
waaH__HW372_RS00555_112081	1035	770.655	0	0
yibQ__HW372_RS00560_114061	960	695.655	0	0
envC__HW372_RS00565_115324	1260	995.655	0	0
gpmM__HW372_RS00570_116902	1545	1280.66	0	0
yibN__HW372_RS00575_117147	432	186.674	0	0
grxC__HW372_RS00580_117719	252	54.6667	0	0
secB__HW372_RS00585_118034	468	216.935	0	0
gpsA__HW372_RS00590_118501	1020	755.655	0	0
cysE__HW372_RS00595_119600	822	557.655	0	0
trmL__HW372_RS00600_120949	474	222.935	0	0
lldD__HW372_RS00605_122187	1191	926.655	0	0
lldR__HW372_RS00610_122960	777	512.655	0	0
lldP__HW372_RS00615_124615	1656	1391.66	0	0
upaG__HW372_RS00620_130363	5337	5072.66	0	0
HW372_RS00625__HW372_RS00625_131090	684	422.715	0	0
yibL__HW372_RS00630_132011	363	122.275	0	0
yibT__HW372_RS00635_132295	210	48.6216	0	0
mtlR__HW372_RS00640_133102	588	329.182	0	0
mtlD__HW372_RS00645_134250	1149	884.655	0	0
mtlA__HW372_RS00650_136583	1914	1649.66	0	0
yibI__HW372_RS00655_137120	363	122.275	0	0
yibH__HW372_RS00660_137485	1137	872.655	0	0
yibF__HW372_RS00665_138692	609	350.182	0	0
selA__HW372_RS00670_139398	1392	1127.66	0	0
selB__HW372_RS00675_140786	1845	1580.66	0	0
yiaY__HW372_RS00680_142821	1152	887.655	0	0
HW372_RS00685__HW372_RS00685_144102	1296	1031.66	0	0
aldB__HW372_RS00690_145505	1539	1274.66	0	0
araD__HW372_RS00695_147785	696	434.715	0	0
sgbU__HW372_RS00700_148639	861	596.655	0	0
ulaD__HW372_RS00705_149294	663	401.715	0	0
lyxK__HW372_RS00710_150787	1497	1232.66	0	0
yiaO__HW372_RS00715_151777	987	722.655	0	0
yiaN__HW372_RS00720_153067	1278	1013.66	0	0
yiaM__HW372_RS00725_153537	468	216.935	0	0
HW372_RS00730__HW372_RS00730_154571	921	656.655	0	0
yiaL__HW372_RS00735_155058	465	213.935	0	0
yiaK__HW372_RS00740_156068	999	734.655	0	0
yiaJ__HW372_RS00745_156269	849	584.655	0	0
ysaA__HW372_RS00750_157219	474	222.935	0	0
avtA__HW372_RS00755_159097	1254	989.655	0	0
malS__HW372_RS00760_161305	2031	1766.66	0	0
bax__HW372_RS00765_161625	825	560.655	0	0
xylR__HW372_RS00770_163735	1179	914.655	0	0
xylH__HW372_RS00775_164994	1182	917.655	0	0
xylG__HW372_RS00780_166513	1542	1277.66	0	0
xylF__HW372_RS00785_167583	993	728.655	0	0
xylA__HW372_RS00790_167949	1323	1058.66	0	0
xylB__HW372_RS00795_169343	1455	1190.66	0	0
yiaB__HW372_RS00800_170966	342	103.914	0	0
yiaA__HW372_RS00805_171353	438	191.287	0	0
wecH__HW372_RS00810_172827	996	731.655	0	0
ysaB__HW372_RS00815_173002	300	77.5849	0	0
glyQ__HW372_RS00820_173396	912	647.655	0	0
glyS__HW372_RS00825_174317	2070	1805.66	0	0
hokA__HW372_RS00830_176709	153	35.3	0	0
HW372_RS00835__HW372_RS00835_176909	72	24	0	0
cspA__HW372_RS00840_177261	213	50.2895	3	66563.6
yiaG__HW372_RS00845_177832	291	73.8889	0	0
yiaF__HW372_RS00850_178266	711	446.655	0	0
ghrB__HW372_RS00855_180000	975	710.655	0	0
yiaD__HW372_RS00860_180763	660	398.715	0	0
bisC__HW372_RS00865_180916	2334	2069.66	0	0
yiaC__HW372_RS00870_183658	441	194.287	0	0
tag__HW372_RS00875_184218	564	305.182	0	0
yhjY__HW372_RS00880_184376	699	437.715	0	0
yhjX__HW372_RS00885_185303	1209	944.655	0	0
eptB__HW372_RS00890_186835	1692	1427.66	0	0
HW372_RS00895__HW372_RS00895_188618	77	29	0	0
dppA__HW372_RS00900_189438	1608	1343.66	0	0
HW372_RS00905__HW372_RS00905_191334	228	53.1458	0	0
dppB__HW372_RS00910_191352	1020	755.655	0	0
dppC__HW372_RS00915_192381	903	638.655	0	0
dppD__HW372_RS00920_193294	984	719.655	0	0
dppF__HW372_RS00925_194274	1005	740.655	0	0
yhjV__HW372_RS00930_196579	1272	1007.66	0	0
HW372_RS00935__HW372_RS00935_197055	108	29	0	0
HW372_RS00940__HW372_RS00940_197538	108	29	0	0
bcsG__HW372_RS00945_199410	1680	1415.66	0	0
bcsF__HW372_RS00950_199598	192	40.6897	0	0
bcsE__HW372_RS00955_201166	1572	1307.66	0	0
bcsR__HW372_RS00960_201439	189	39.0357	0	0
bcsQ__HW372_RS00965_201639	753	488.655	0	0
bcsA__HW372_RS00970_202388	2619	2354.66	0	0
bcsB__HW372_RS00975_205017	2340	2075.66	0	0
bcsZ__HW372_RS00980_207363	1107	842.655	0	0
bcsC__HW372_RS00985_208451	3474	3209.66	0	0
hmsP__HW372_RS00990_212006	1989	1724.66	0	0
dctA__HW372_RS00995_214177	1287	1022.66	1	1091.1
yhjJ__HW372_RS01000_215683	1497	1232.66	0	0
kdgK__HW372_RS01005_218204	930	665.655	0	0
pdeH__HW372_RS01010_218436	768	503.655	0	0
yhjG__HW372_RS01015_219273	2061	1796.66	0	0
yhjE__HW372_RS01020_222834	1323	1058.66	0	0
yhjD__HW372_RS01025_224240	1014	749.655	0	0
rcdB__HW372_RS01030_225188	900	635.655	0	0
yhjB__HW372_RS01035_225708	603	344.182	0	0
treF__HW372_RS01040_228010	1650	1385.66	0	0
ccp__HW372_RS01045_228415	1398	1133.66	1	984.264
gadA__HW372_RS01050_230023	1401	1136.66	0	0
gadX__HW372_RS01055_231791	825	560.655	0	0
gadW__HW372_RS01060_232984	729	464.655	0	0
mdtF__HW372_RS01065_237188	3114	2849.66	0	0
mdtE__HW372_RS01070_238322	1110	845.655	0	0
HW372_RS01075__HW372_RS01075_238430	330	93.4444	0	0
gadE__HW372_RS01080_239236	528	273.262	0	0
hdeD__HW372_RS01085_240607	573	314.182	0	0
hdeA__HW372_RS01090_240862	333	96.4444	0	0
hdeB__HW372_RS01095_241310	327	90.4444	0	0
yhiD__HW372_RS01100_241700	648	386.715	0	0
HW372_RS01105__HW372_RS01105_243169	771	506.655	0	0
shuU__HW372_RS01110_244158	993	728.655	0	0
chuY__HW372_RS01115_244830	624	362.715	0	0
hutX__HW372_RS01120_245324	495	243.935	0	0
hutW__HW372_RS01125_246674	1338	1073.66	0	0
chuT__HW372_RS01130_247608	915	650.655	0	0
chuA__HW372_RS01135_248292	1983	1718.66	0	0
chuS__HW372_RS01140_250323	1029	764.655	0	0
dctR__HW372_RS01145_251938	531	276.262	0	0
slp__HW372_RS01150_252657	567	308.182	0	0
HW372_RS01155__HW372_RS01155_253224	378	137.275	0	0
arsC__HW372_RS01160_254266	426	180.674	0	0
dinQ__HW372_RS01165_254601	84	36	0	0
gorA__HW372_RS01170_256090	1353	1088.66	0	0
rlmJ__HW372_RS01175_257004	843	578.655	0	0
prlC__HW372_RS01180_257207	2043	1778.66	0	0
rsmJ__HW372_RS01185_259257	753	488.655	0	0
dtpB__HW372_RS01190_261527	1470	1205.66	1	925.485
uspA__HW372_RS01200_262278	435	188.287	0	0
uspB__HW372_RS01205_262669	336	98.685	0	0
pitA__HW372_RS01210_264574	1500	1235.66	0	0
yhiN__HW372_RS01215_264806	1194	929.655	0	0
yhiM__HW372_RS01220_267138	1053	788.655	0	0
yhiY__HW372_RS01225_267696	114	35	0	0
yhiI__HW372_RS01230_267872	1068	803.655	0	0
rbbA__HW372_RS01235_268936	2736	2471.66	0	0
yhhJ__HW372_RS01240_271671	1125	860.655	0	0
HW372_RS01245__HW372_RS01245_273756	852	587.655	0	0
HW372_RS01250__HW372_RS01250_274057	270	63.0471	0	0
HW372_RS01255__HW372_RS01255_275555	1509	1244.66	0	0
HW372_RS01260__HW372_RS01260_276906	1359	1094.66	0	0
HW372_RS01265__HW372_RS01265_277264	282	68.6489	0	0
HW372_RS01270__HW372_RS01270_277734	474	222.935	0	0
HW372_RS01275__HW372_RS01275_278505	747	482.655	0	0
nikR__HW372_RS01280_279105	402	158.007	0	0
nikE__HW372_RS01285_279917	807	542.655	0	0
nikD__HW372_RS01290_280678	765	500.655	0	0
nikC__HW372_RS01295_281511	834	569.655	0	0
nikB__HW372_RS01300_282452	945	680.655	0	0
nikA__HW372_RS01305_284026	1575	1310.66	0	0
acpT__HW372_RS01310_284724	588	329.182	0	0
yhhT__HW372_RS01315_285828	1050	785.655	0	0
yhhS__HW372_RS01320_285927	1251	986.655	0	0
dcrB__HW372_RS01325_287738	558	299.182	0	0
yhhQ__HW372_RS01330_288476	666	404.715	0	0
tusA__HW372_RS01335_288697	246	58.082	0	0
zntA__HW372_RS01340_291401	2199	1934.66	0	0
yhhN__HW372_RS01345_292101	627	365.715	0	0
yhhM__HW372_RS01350_292242	360	120.208	0	0
yhhL__HW372_RS01355_292873	270	63.0471	0	0
rsmD__HW372_RS01360_293459	597	338.182	0	0
ftsY__HW372_RS01365_293609	1497	1232.66	0	0
ftsE__HW372_RS01370_295108	669	407.715	0	0
ftsX__HW372_RS01375_295769	1059	794.655	0	0
rpoH__HW372_RS01380_297072	855	590.655	0	0
livJ__HW372_RS01385_298197	1104	839.655	0	0
panM__HW372_RS01390_299871	384	142.235	0	0
livK__HW372_RS01395_300295	1110	845.655	0	0
livH__HW372_RS01400_301452	927	662.655	0	0
livM__HW372_RS01405_302375	1278	1013.66	0	0
livG__HW372_RS01410_303649	768	503.655	0	0
livF__HW372_RS01415_304418	714	449.655	0	0
ugpB__HW372_RS01420_305528	1317	1052.66	0	0
ugpA__HW372_RS01425_306942	888	623.655	0	0
ugpE__HW372_RS01430_307826	846	581.655	0	0
ugpC__HW372_RS01435_308673	1071	806.655	0	0
ugpQ__HW372_RS01440_309740	744	479.655	0	0
yhhA__HW372_RS01445_310910	441	194.287	0	0
ggt__HW372_RS01450_311030	1734	1469.66	0	0
yrhB__HW372_RS01455_313085	285	70.9053	0	0
HW372_RS01460__HW372_RS01460_313440	156	34.9091	0	0
yrhA__HW372_RS01465_314029	495	243.935	0	0
tssD__HW372_RS01470_315204	1179	914.655	0	0
yhhY__HW372_RS01475_315928	489	237.935	0	0
yhhX__HW372_RS01480_316262	1038	773.655	0	0
yhhW__HW372_RS01485_317422	696	434.715	0	0
gntR__HW372_RS01490_318210	996	731.655	0	0
gntK__HW372_RS01495_319344	528	273.262	0	0
gntU__HW372_RS01500_319875	1341	1076.66	0	0
HW372_RS01505__HW372_RS01505_321356	2097	1832.66	0	0
HW372_RS01510__HW372_RS01510_323359	1296	1031.66	0	0
yhgN__HW372_RS01515_325293	594	335.182	0	0
asd__HW372_RS01520_325485	1104	839.655	0	0
glgB__HW372_RS01530_326861	2187	1922.66	0	0
glgX__HW372_RS01535_329044	1974	1709.66	0	0
glgC__HW372_RS01540_331035	1296	1031.66	0	0
glgA__HW372_RS01545_332330	1434	1169.66	1	953.97
glgP__HW372_RS01550_333782	2448	2183.66	1	510.986
HW372_RS01555__HW372_RS01555_336724	705	443.715	0	0
HW372_RS01560__HW372_RS01560_337529	753	488.655	0	0
HW372_RS01565__HW372_RS01565_338318	2595	2330.66	0	0
HW372_RS01570__HW372_RS01570_340912	564	305.182	0	0
HW372_RS01575__HW372_RS01575_341426	573	314.182	0	0
HW372_RS01580__HW372_RS01580_341964	777	512.655	0	0
HW372_RS01585__HW372_RS01585_342759	1131	866.655	0	0
HW372_RS01590__HW372_RS01590_344063	711	446.655	0	0
HW372_RS01595__HW372_RS01595_344776	768	503.655	0	0
HW372_RS01600__HW372_RS01600_345546	606	347.182	0	0
glpD__HW372_RS01605_347710	1506	1241.66	0	0
glpE__HW372_RS01610_347900	327	90.4444	0	0
glpG__HW372_RS01615_348271	831	566.655	0	0
HW372_RS01620__HW372_RS01620_349118	759	494.655	0	0
rtcR__HW372_RS01625_351456	1599	1334.66	0	0
rtcB__HW372_RS01630_351645	1227	962.655	0	0
rtcA__HW372_RS01635_352875	1017	752.655	0	0
malT__HW372_RS01640_356639	2706	2441.66	0	0
malP__HW372_RS01645_357262	2394	2129.66	0	0
malQ__HW372_RS01650_359665	2085	1820.66	0	0
gntT__HW372_RS01655_363176	1317	1052.66	0	0
nfuA__HW372_RS01660_364115	576	317.182	0	0
gntX__HW372_RS01665_364857	684	422.715	0	0
bioH__HW372_RS01670_364895	771	506.655	0	0
feoC__HW372_RS01680_366756	237	56.0185	0	0
feoB__HW372_RS01685_369077	2322	2057.66	0	0
feoA__HW372_RS01690_369321	228	53.1458	0	0
yhgF__HW372_RS01695_372098	2322	2057.66	0	0
greB__HW372_RS01700_372671	477	225.935	0	0
ompR__HW372_RS01705_372899	720	455.655	0	0
envZ__HW372_RS01710_373615	1353	1088.66	0	0
nadS__HW372_RS01715_375294	297	77.5686	0	0
HW372_RS01720__HW372_RS01720_375670	318	84.9669	0	0
pckA__HW372_RS01725_377402	1623	1358.66	0	0
yhgE__HW372_RS01730_377781	1725	1460.66	0	0
hslO__HW372_RS01735_380521	879	614.655	0	0
hslR__HW372_RS01740_380947	402	158.007	0	0
yrfG__HW372_RS01745_381626	669	407.715	0	0
igaA__HW372_RS01750_383826	2136	1871.66	0	0
nudE__HW372_RS01755_384146	561	302.182	0	0
mrcA__HW372_RS01760_387424	2553	2288.66	0	0
hofM__HW372_RS01765_387544	780	515.655	0	0
hofN__HW372_RS01770_388323	540	285.262	0	0
hofO__HW372_RS01775_388846	441	194.287	0	0
hofP__HW372_RS01780_389276	405	161.007	0	0
hofQ__HW372_RS01785_389592	1239	974.655	0	0
aroK__HW372_RS01790_391231	522	267.262	0	0
aroB__HW372_RS01795_391809	1089	824.655	0	0
damX__HW372_RS01800_392989	1287	1022.66	1	1091.1
dam__HW372_RS01805_394382	837	572.655	0	0
rpe__HW372_RS01810_395236	678	416.715	0	0
gph__HW372_RS01815_395906	759	494.655	0	0
trpS__HW372_RS01820_396657	1005	740.655	0	0
yhfZ__HW372_RS01825_397821	906	641.655	0	0
yhfY__HW372_RS01830_398743	363	122.275	0	0
yhfX__HW372_RS01835_399189	1164	899.655	0	0
yhfW__HW372_RS01840_400353	1227	962.655	0	0
php__HW372_RS01845_401576	879	614.655	0	0
yhfU__HW372_RS01850_402465	354	114.208	0	0
yhfT__HW372_RS01855_402830	1305	1040.66	0	0
yhfS__HW372_RS01860_404146	1086	821.655	0	0
yhfL__HW372_RS01865_405506	168	29.2	0	0
cysG__HW372_RS01870_407131	1374	1109.66	0	0
nirC__HW372_RS01875_407956	807	542.655	0	0
nirD__HW372_RS01880_408408	327	90.4444	0	0
nirB__HW372_RS01885_410948	2544	2279.66	0	0
tsgA__HW372_RS01890_412391	1182	917.655	0	0
ppiA__HW372_RS01895_412662	573	314.182	0	0
yhfG__HW372_RS01900_413339	168	29.2	0	0
fic__HW372_RS01905_413496	603	344.182	0	0
pabA__HW372_RS01910_414130	564	305.182	0	0
argD__HW372_RS01915_414779	1221	956.655	0	0
yhfK__HW372_RS01920_418156	2091	1826.66	0	0
crp__HW372_RS01925_418839	633	371.715	0	0
yhfA__HW372_RS01930_419141	405	161.007	1	6930.21
prkB__HW372_RS01935_420469	870	605.655	0	0
yheU__HW372_RS01940_420741	219	52.4634	0	0
yheT__HW372_RS01945_421757	1023	758.655	0	0
yheS__HW372_RS01950_423670	1914	1649.66	0	0
kefG__HW372_RS01955_423801	552	293.182	0	0
kefB__HW372_RS01960_424352	1806	1541.66	0	0
yheV__HW372_RS01965_426167	201	40.9444	0	0
slyD__HW372_RS01970_426462	591	332.182	0	0
slyX__HW372_RS01975_427319	219	52.4634	0	0
fkpA__HW372_RS01980_427540	813	548.655	0	0
yheO__HW372_RS01985_428519	723	458.655	0	0
tusD__HW372_RS01990_429241	387	145.235	0	0
tusC__HW372_RS01995_429627	360	120.208	0	0
tusB__HW372_RS02000_429994	288	73.9053	0	0
rpsL__HW372_RS02005_430407	375	134.275	0	0
rpsG__HW372_RS02010_430878	471	219.935	0	0
fusA__HW372_RS02015_431445	2115	1850.66	0	0
tuf__HW372_RS02020_433630	1185	920.655	1	1211.98
chiA__HW372_RS02025_435106	2703	2438.66	0	0
bfd__HW372_RS02030_437977	195	41	0	0
bfr__HW372_RS02035_438243	477	225.935	0	0
gspO__HW372_RS02040_439425	678	416.715	0	0
gspM__HW372_RS02045_439886	462	210.935	0	0
gspL__HW372_RS02050_441046	1164	899.655	0	0
gspK__HW372_RS02055_442044	984	719.655	0	0
gspJ__HW372_RS02060_442624	588	329.182	0	0
gspI__HW372_RS02065_442994	378	137.275	0	0
gspH__HW372_RS02070_443500	510	257.107	0	0
gspG__HW372_RS02075_443945	438	191.287	0	0
gspF__HW372_RS02080_445151	1197	932.655	0	0
gspE__HW372_RS02085_446629	1482	1217.66	0	0
gspD__HW372_RS02090_448591	1953	1688.66	0	0
gspC__HW372_RS02095_449390	816	551.655	0	0
gspA__HW372_RS02100_449570	1470	1205.66	0	0
gspB__HW372_RS02105_451041	423	179.007	0	0
rpsJ__HW372_RS02110_451701	312	82.5345	0	0
rplC__HW372_RS02115_452045	630	368.715	0	0
rplD__HW372_RS02120_452685	606	347.182	0	0
rplW__HW372_RS02125_453287	303	77.7364	0	0
rplB__HW372_RS02130_453607	822	557.655	1	2000.91
rpsS__HW372_RS02135_454445	279	66.3763	0	0
rplV__HW372_RS02140_454738	333	96.4444	1	11569.5
rpsC__HW372_RS02145_455088	702	440.715	1	2531.83
rplP__HW372_RS02150_455802	411	167.007	0	0
rpmC__HW372_RS02155_456212	192	40.6897	0	0
rpsQ__HW372_RS02160_456403	255	56.1622	0	0
rplN__HW372_RS02165_456822	372	131.275	0	0
rplX__HW372_RS02170_457204	315	84.812	0	0
rplE__HW372_RS02175_457533	540	285.262	0	0
rpsN__HW372_RS02180_458087	306	80.027	0	0
rpsH__HW372_RS02185_458426	393	150.143	0	0
rplF__HW372_RS02190_458831	534	279.262	0	0
rplR__HW372_RS02195_459374	354	114.208	0	0
rpsE__HW372_RS02200_459742	504	252.935	0	0
rpmD__HW372_RS02205_460249	180	35.7917	0	0
rplO__HW372_RS02210_460432	435	188.287	0	0
secY__HW372_RS02215_460874	1332	1067.66	0	0
rpmJ__HW372_RS02220_462237	117	28.75	0	0
rpsM__HW372_RS02225_462500	357	117.208	0	0
rpsK__HW372_RS02230_462873	390	147.143	0	0
rpsD__HW372_RS02235_463296	621	359.715	0	0
rpoA__HW372_RS02240_463942	990	725.655	0	0
rplQ__HW372_RS02245_464972	384	142.235	0	0
yhdN__HW372_RS02250_465462	369	128.275	0	0
zntR__HW372_RS02255_465841	426	180.674	0	0
arfA__HW372_RS02260_466322	219	52.4634	0	0
mscL__HW372_RS02265_466950	414	170.007	0	0
trkA__HW372_RS02270_468456	1377	1112.66	0	0
rsmB__HW372_RS02275_469767	1290	1025.66	0	0
fmt__HW372_RS02280_470766	948	683.655	0	0
def__HW372_RS02285_471290	510	257.107	0	0
dprA__HW372_RS02290_471420	1125	860.655	0	0
smg__HW372_RS02295_472516	474	222.935	0	0
yrdD__HW372_RS02300_473018	543	288.262	0	0
tsaC__HW372_RS02305_473565	573	314.182	0	0
aroE__HW372_RS02310_474142	819	554.655	0	0
yrdB__HW372_RS02315_474957	258	56.9221	0	0
yrdA__HW372_RS02320_475744	555	296.182	0	0
HW372_RS02325__HW372_RS02325_476216	1542	1277.66	0.285714	249.523
HW372_RS02330__HW372_RS02330_477826	77	29	0	0
HW372_RS02335__HW372_RS02335_477945	76	28	0	0
HW372_RS02340__HW372_RS02340_478204	2904	2639.66	0.285714	120.775
rrf__HW372_RS02345_481203	116	37	0	0
HW372_RS02350__HW372_RS02350_481333	76	28	0	0
rrf__HW372_RS02355_481448	116	37	0	0
yhdZ__HW372_RS02360_482384	759	494.655	0	0
yhdY__HW372_RS02365_483495	1104	839.655	0	0
yhdX__HW372_RS02370_484686	1182	917.655	0	0
HW372_RS02375__HW372_RS02375_485779	1026	761.655	0	0
HW372_RS02380__HW372_RS02380_486431	222	52.9302	0	0
acrF__HW372_RS02385_489788	3105	2840.66	0	0
acrE__HW372_RS02390_490957	1158	893.655	0	0
acrS__HW372_RS02395_491356	663	401.715	0	0
yhdU__HW372_RS02400_492200	180	35.7917	0	0
yhdJ__HW372_RS02405_493168	885	620.655	0	0
fis__HW372_RS02410_493550	297	77.5686	0	0
dusB__HW372_RS02415_494541	966	701.655	0	0
prmA__HW372_RS02420_495751	882	617.655	0	0
panF__HW372_RS02425_497214	1452	1187.66	0	0
yhdT__HW372_RS02430_497446	243	58.9649	0	0
HW372_RS02435__HW372_RS02435_498474	936	671.655	0	0
HW372_RS02440__HW372_RS02440_499336	831	566.655	0	0
HW372_RS02445__HW372_RS02445_499678	855	590.655	0	0
HW372_RS02450__HW372_RS02450_500568	891	626.655	0	0
HW372_RS02455__HW372_RS02455_501519	1500	1235.66	0	0
HW372_RS02460__HW372_RS02460_503019	990	725.655	0	0
HW372_RS02465__HW372_RS02465_504030	963	698.655	0	0
HW372_RS02470__HW372_RS02470_504989	1047	782.655	0	0
accC__HW372_RS02475_507476	1350	1085.66	0	0
accB__HW372_RS02480_507957	471	219.935	0	0
yhdH__HW372_RS02490_509909	975	710.655	0	0
csrD__HW372_RS02495_510061	1941	1676.66	0	0
mreB__HW372_RS02500_512306	1044	779.655	0	0
mreC__HW372_RS02505_513415	1104	839.655	0	0
mreD__HW372_RS02510_514518	489	237.935	0	0
yhdE__HW372_RS02515_515015	594	335.182	0	0
rng__HW372_RS02520_515598	1470	1205.66	0	0
